Delivery_ID,Order_Date,Ship_Date,Ship_Mode,Destination_ID
624,2017-10-14,2017-10-20,Standard Class,371
625,2018-03-13,2018-03-13,Same Day,158
626,2018-09-15,2018-09-19,Standard Class,135
627,2017-05-19,2017-05-24,Standard Class,136
628,2015-01-12,2015-03-12,Second Class,56
629,2017-12-03,2017-03-15,Second Class,54
631,2017-12-25,2017-12-30,Standard Class,55
632,2016-08-11,2016-08-11,Same Day,55
633,2015-09-09,2015-12-09,Second Class,633
634,2015-10-15,2015-10-17,First Class,270
635,2015-10-18,2015-10-20,Second Class,635
636,2017-11-20,2017-11-27,Standard Class,163
637,2016-02-07,2016-06-07,Standard Class,637
638,2018-06-11,2018-11-11,Standard Class,177
639,2018-09-29,2018-09-29,Same Day,639
640,2018-11-19,2018-11-21,First Class,163
641,2018-01-04,2018-04-04,Second Class,14
642,2018-04-17,2018-04-22,Standard Class,5
643,2017-11-11,2017-11-16,Standard Class,76
644,2017-11-12,2017-11-12,Same Day,644
645,2018-09-17,2018-09-22,Second Class,18
646,2015-12-15,2015-12-17,Second Class,50
647,2018-06-13,2018-06-19,Standard Class,12
648,2018-04-13,2018-04-17,Standard Class,197
649,2015-05-08,2015-09-08,Standard Class,49
650,2016-01-09,2016-08-09,Standard Class,108
652,2017-11-18,2017-11-22,Standard Class,458
653,2016-12-17,2016-12-17,Same Day,441
654,2017-11-21,2017-11-26,Standard Class,68
655,2017-03-31,2017-06-04,Standard Class,60
656,2018-04-09,2018-08-09,Standard Class,656
657,2016-09-13,2016-09-17,Second Class,116
658,2018-04-12,2018-10-12,Standard Class,621
659,2016-11-07,2016-07-13,First Class,202
660,2015-10-31,2015-04-11,Standard Class,26
662,2018-07-20,2018-07-25,Standard Class,662
663,2017-11-21,2017-11-26,Standard Class,663
664,2017-05-28,2017-03-06,Standard Class,664
665,2018-09-09,2018-09-14,Second Class,49
667,2017-06-20,2017-06-21,First Class,244
668,2018-12-17,2018-12-21,Standard Class,601
672,2016-03-07,2016-09-07,Standard Class,230
673,2018-11-20,2018-11-25,Standard Class,673
674,2016-10-24,2016-10-27,First Class,293
675,2017-06-17,2017-06-18,First Class,619
676,2017-12-26,2018-02-01,Standard Class,676
677,2016-06-07,2016-11-07,Standard Class,244
678,2018-12-28,2018-12-31,First Class,469
679,2018-03-03,2018-08-03,Standard Class,5
680,2016-04-16,2016-04-21,Standard Class,55
681,2018-02-26,2018-02-28,Second Class,178
682,2018-11-12,2018-11-12,Same Day,309
683,2015-04-25,2015-04-30,Standard Class,683
684,2015-10-09,2015-09-16,Standard Class,663
685,2016-05-04,2016-11-04,Standard Class,178
686,2016-01-12,2016-06-12,Standard Class,112
687,2018-09-23,2018-09-29,Standard Class,178
688,2018-09-24,2018-09-26,First Class,116
689,2018-08-17,2018-08-19,First Class,101
690,2017-06-27,2017-01-07,Standard Class,91
691,2018-05-14,2018-05-15,First Class,40
692,2015-05-26,2015-05-31,Standard Class,116
693,2016-10-09,2016-09-14,Standard Class,515
694,2018-11-30,2018-03-12,First Class,202
695,2018-02-17,2018-02-20,First Class,62
696,2015-12-26,2015-12-28,Second Class,40
697,2015-01-03,2015-06-03,Second Class,46
698,2015-01-06,2015-06-06,Second Class,465
699,2016-03-13,2016-03-18,Second Class,356
700,2015-06-01,2015-10-01,Standard Class,48
701,2017-03-10,2017-07-10,Standard Class,701
702,2018-02-16,2018-02-21,Standard Class,259
704,2017-12-09,2017-09-14,Second Class,704
705,2016-03-29,2016-03-31,Second Class,14
706,2017-04-14,2017-04-14,Same Day,581
708,2016-04-26,2016-04-30,Standard Class,18
715,2017-09-25,2017-09-30,Standard Class,715
716,2017-11-12,2017-12-13,First Class,153
717,2018-04-21,2018-04-23,First Class,127
719,2016-03-02,2016-07-02,Standard Class,719
720,2015-08-09,2015-12-09,Standard Class,329
721,2018-11-30,2018-02-12,Second Class,55
722,2017-08-07,2017-12-07,Standard Class,722
724,2016-12-24,2016-12-28,Standard Class,724
725,2015-12-20,2015-12-25,Standard Class,725
726,2017-04-24,2017-04-28,Standard Class,100
727,2015-08-09,2015-09-15,Standard Class,18
730,2018-11-26,2018-01-12,Standard Class,730
731,2017-03-13,2017-03-15,Second Class,202
733,2018-06-13,2018-06-16,First Class,0
734,2015-11-17,2015-11-21,Standard Class,734
737,2016-10-12,2016-12-16,Standard Class,737
738,2016-09-25,2016-09-30,Standard Class,12
739,2015-08-09,2015-09-13,Standard Class,60
740,2016-02-28,2016-04-03,Standard Class,725
742,2016-12-07,2016-07-17,Second Class,158
743,2017-11-28,2017-01-12,Second Class,743
744,2015-07-03,2015-08-03,First Class,12
745,2015-12-27,2015-12-31,Standard Class,76
746,2017-05-09,2017-11-09,Standard Class,746
748,2016-05-12,2016-08-12,First Class,748
749,2018-11-02,2018-02-13,Second Class,98
751,2018-03-21,2018-03-27,Standard Class,456
752,2015-08-20,2015-08-25,Second Class,158
757,2017-08-04,2017-12-04,Standard Class,40
758,2018-08-05,2018-12-05,Standard Class,68
759,2017-11-11,2017-11-17,Standard Class,116
761,2018-04-12,2018-09-12,Standard Class,202
762,2016-11-05,2016-05-16,Second Class,199
763,2018-07-29,2018-03-08,Standard Class,167
764,2015-10-18,2015-10-22,Standard Class,764
765,2018-03-09,2018-06-09,Second Class,6
766,2018-01-16,2018-01-18,Second Class,737
767,2017-10-21,2017-10-27,Standard Class,22
768,2016-12-12,2016-12-16,Standard Class,768
769,2015-12-15,2015-12-18,First Class,284
770,2017-09-19,2017-09-21,First Class,8
771,2018-11-19,2018-11-25,Standard Class,525
773,2015-07-05,2015-12-05,Standard Class,773
774,2018-09-11,2018-11-13,Standard Class,1
775,2016-11-21,2016-11-23,Second Class,316
777,2015-09-13,2015-09-17,Standard Class,777
778,2015-07-09,2015-09-13,Standard Class,456
779,2018-12-28,2019-01-01,Standard Class,4
780,2018-08-21,2018-08-25,Second Class,46
781,2017-11-25,2017-11-29,Standard Class,166
782,2015-12-23,2015-12-27,Second Class,567
783,2017-02-16,2017-02-20,Standard Class,116
784,2017-03-12,2017-07-12,Standard Class,730
785,2015-02-12,2015-07-12,Standard Class,260
786,2017-12-25,2018-01-01,Standard Class,199
787,2017-03-22,2017-03-22,Same Day,12
789,2015-05-11,2015-05-11,Same Day,319
790,2016-11-29,2016-03-12,Standard Class,790
791,2017-12-27,2017-12-31,Standard Class,791
792,2016-09-15,2016-09-19,Standard Class,792
793,2016-07-16,2016-07-20,Standard Class,127
794,2017-06-17,2017-06-19,First Class,794
797,2018-09-09,2018-09-13,Standard Class,202
798,2016-06-12,2016-06-12,Same Day,798
799,2015-12-20,2015-12-22,First Class,382
801,2017-05-26,2017-05-31,Standard Class,801
802,2018-07-09,2018-12-09,Standard Class,802
804,2018-12-11,2018-12-11,Same Day,581
805,2017-09-17,2017-09-21,Standard Class,12
807,2018-01-09,2018-01-09,Same Day,441
808,2016-01-19,2016-01-23,Standard Class,808
809,2017-05-11,2017-07-11,Second Class,23
810,2015-12-20,2015-12-23,Second Class,6
811,2018-05-11,2018-10-11,Second Class,55
812,2017-04-14,2017-04-18,Standard Class,49
813,2015-04-26,2015-03-05,Standard Class,26
814,2018-08-27,2018-08-29,Second Class,814
815,2015-12-27,2016-02-01,Standard Class,2
816,2017-07-15,2017-07-20,Standard Class,153
817,2017-03-11,2017-07-11,Standard Class,20
818,2017-03-03,2017-06-03,First Class,777
819,2017-04-26,2017-01-05,Standard Class,60
820,2016-03-11,2016-05-11,First Class,129
821,2018-02-12,2018-06-12,Standard Class,293
822,2015-09-22,2015-09-29,Standard Class,6
823,2018-01-10,2018-08-10,Standard Class,98
824,2016-09-21,2016-09-23,First Class,178
825,2015-11-17,2015-11-24,Standard Class,177
826,2017-01-12,2017-05-12,Second Class,233
827,2015-10-11,2015-11-16,Standard Class,827
828,2016-05-06,2016-10-06,Standard Class,75
829,2017-12-18,2017-12-21,First Class,829
830,2015-07-21,2015-07-25,Standard Class,57
831,2018-07-22,2018-07-27,Standard Class,0
832,2017-11-11,2017-11-16,Standard Class,28
833,2018-08-18,2018-08-23,Second Class,76
834,2015-11-01,2015-01-14,First Class,834
835,2018-04-26,2018-04-27,First Class,39
836,2017-11-24,2017-01-12,Standard Class,22
837,2015-12-05,2015-05-15,First Class,204
838,2017-05-19,2017-05-24,Standard Class,76
839,2016-09-24,2016-09-28,Standard Class,166
840,2017-10-01,2017-01-13,Second Class,840
841,2016-08-24,2016-08-28,Second Class,6
843,2017-04-22,2017-04-29,Standard Class,199
846,2018-09-11,2018-11-14,Standard Class,532
847,2018-09-09,2018-09-14,Standard Class,725
848,2016-05-03,2016-09-03,Second Class,0
849,2016-08-11,2016-11-15,Standard Class,371
850,2018-01-12,2018-06-12,Standard Class,98
852,2017-07-14,2017-07-18,Standard Class,2
853,2016-11-09,2016-12-09,First Class,85
854,2017-10-28,2017-10-28,Same Day,656
855,2015-05-20,2015-05-22,Second Class,855
857,2017-10-01,2017-01-17,Standard Class,46
858,2018-04-10,2018-08-10,Standard Class,260
859,2016-02-07,2016-04-07,First Class,859
860,2016-12-24,2016-12-27,First Class,860
861,2016-11-28,2016-03-12,Standard Class,6
862,2018-12-23,2018-12-27,Standard Class,862
863,2018-10-15,2018-10-20,Standard Class,863
864,2016-11-04,2016-04-17,Standard Class,567
865,2016-11-21,2016-11-24,First Class,13
866,2018-07-12,2018-11-12,Standard Class,576
867,2018-10-20,2018-10-20,Same Day,14
868,2016-12-05,2016-05-17,Standard Class,40
870,2018-08-21,2018-08-22,First Class,293
871,2015-12-29,2016-05-01,Standard Class,158
873,2015-10-22,2015-10-26,Standard Class,873
875,2016-07-11,2016-12-11,Standard Class,40
876,2018-03-20,2018-03-25,Second Class,229
877,2017-06-14,2017-06-17,First Class,2
878,2017-11-19,2017-11-24,Standard Class,40
879,2018-11-20,2018-11-26,Standard Class,316
880,2017-04-17,2017-04-21,Second Class,859
881,2017-12-23,2017-12-26,Second Class,40
882,2018-11-18,2018-11-18,Same Day,204
883,2018-09-15,2018-09-19,Standard Class,60
884,2015-11-25,2015-11-30,Standard Class,620
885,2017-03-19,2017-03-21,Second Class,507
886,2015-09-30,2015-06-10,Standard Class,6
889,2015-02-20,2015-02-26,Standard Class,730
890,2016-12-18,2016-12-25,Standard Class,274
891,2017-04-07,2017-04-07,Same Day,12
892,2015-07-10,2015-10-13,Standard Class,50
893,2018-04-30,2018-05-05,Standard Class,28
894,2015-09-15,2015-09-19,Standard Class,20
895,2018-08-26,2018-01-09,Standard Class,158
896,2016-03-12,2016-07-12,Standard Class,371
898,2015-02-06,2015-07-06,Standard Class,184
899,2018-09-23,2018-09-27,Standard Class,200
900,2017-10-20,2017-10-26,Standard Class,136
901,2017-09-22,2017-09-27,Standard Class,722
902,2018-09-12,2018-11-12,First Class,40
903,2018-11-09,2018-11-09,Same Day,28
905,2017-02-09,2017-04-09,First Class,0
906,2016-11-09,2016-09-15,Second Class,6
907,2018-10-23,2018-10-24,First Class,470
908,2015-09-28,2015-03-10,Standard Class,908
909,2017-12-22,2017-12-28,Standard Class,909
910,2016-03-07,2016-05-07,First Class,202
911,2018-06-26,2018-01-07,Standard Class,911
912,2018-09-07,2018-07-14,Standard Class,912
913,2018-02-02,2018-07-02,Standard Class,1
915,2016-11-19,2016-11-21,Second Class,46
916,2016-07-08,2016-08-08,First Class,916
917,2016-06-03,2016-11-03,Standard Class,2
919,2015-05-18,2015-05-20,Second Class,919
921,2016-08-11,2016-11-13,Second Class,319
922,2018-12-17,2018-12-23,Standard Class,60
923,2017-08-26,2017-08-30,Standard Class,923
924,2018-11-23,2018-11-24,First Class,20
926,2015-05-11,2015-10-11,Standard Class,5
927,2016-09-08,2016-08-16,Standard Class,6
928,2017-08-18,2017-08-20,Second Class,56
929,2017-12-05,2017-05-17,Standard Class,55
930,2016-11-24,2016-11-30,Standard Class,49
931,2017-11-22,2017-11-26,Standard Class,60
932,2015-10-11,2015-11-16,Standard Class,112
933,2018-04-27,2018-02-05,Standard Class,98
934,2015-08-12,2015-12-15,Standard Class,28
937,2015-04-20,2015-04-25,Standard Class,22
938,2018-07-09,2018-11-09,Standard Class,166
939,2015-10-26,2015-10-30,Second Class,98
940,2017-01-12,2017-01-12,Same Day,940
941,2017-11-19,2017-11-23,Standard Class,46
942,2015-10-22,2015-10-28,Standard Class,316
944,2018-05-12,2018-11-12,Standard Class,76
945,2015-09-29,2015-03-10,Second Class,76
946,2015-06-21,2015-06-25,Standard Class,20
947,2018-09-02,2018-02-14,Standard Class,56
948,2015-12-29,2016-02-01,Standard Class,28
949,2017-04-16,2017-04-20,Standard Class,135
950,2017-11-14,2017-11-20,Standard Class,154
951,2015-09-14,2015-09-18,Second Class,951
952,2017-04-06,2017-09-06,Second Class,158
953,2017-05-20,2017-05-25,Standard Class,953
954,2018-11-28,2018-02-12,Standard Class,20
955,2018-11-28,2018-04-12,Standard Class,127
956,2016-11-30,2016-03-12,First Class,956
957,2018-09-11,2018-11-11,Second Class,60
959,2017-05-26,2017-01-06,Standard Class,248
960,2015-01-08,2015-05-08,Standard Class,960
961,2018-03-11,2018-08-11,Standard Class,961
962,2018-11-20,2018-11-25,Standard Class,48
963,2017-02-21,2017-02-26,Standard Class,507
964,2016-02-10,2016-04-10,First Class,964
965,2016-04-06,2016-08-06,Second Class,55
967,2017-03-03,2017-03-03,Same Day,28
968,2017-12-29,2018-02-01,Standard Class,968
969,2017-08-30,2017-06-09,Standard Class,5
970,2016-10-15,2016-10-15,Same Day,970
971,2018-12-05,2018-05-14,Second Class,676
972,2017-01-23,2017-01-29,Standard Class,178
974,2015-11-05,2015-05-16,Standard Class,39
976,2018-03-08,2018-08-08,Second Class,2
977,2016-08-05,2016-12-05,Standard Class,471
978,2017-06-02,2017-11-02,Standard Class,271
979,2015-08-19,2015-08-21,Second Class,22
980,2018-09-09,2018-09-13,Standard Class,186
981,2017-04-04,2017-08-04,Second Class,619
982,2017-04-11,2017-08-11,Standard Class,40
983,2017-12-18,2017-12-22,Standard Class,471
984,2017-10-22,2017-10-24,First Class,187
985,2016-06-19,2016-06-23,Standard Class,166
986,2018-11-27,2018-02-12,Standard Class,22
987,2018-07-25,2018-07-28,Second Class,177
988,2018-05-25,2018-05-25,Same Day,60
989,2016-03-22,2016-03-26,Standard Class,112
990,2015-06-04,2015-12-04,Standard Class,26
991,2016-12-25,2016-12-27,Second Class,42
992,2018-04-30,2018-04-05,Standard Class,992
994,2017-01-25,2017-01-28,Second Class,55
995,2017-05-25,2017-05-30,Standard Class,42
997,2015-07-09,2015-09-13,Standard Class,202
998,2018-03-23,2018-03-25,First Class,2
999,2017-10-11,2017-11-14,Standard Class,173
1000,2015-03-10,2015-07-10,Standard Class,57
1002,2018-10-23,2018-10-29,Standard Class,1002
1003,2018-10-07,2018-07-14,Second Class,42
1004,2015-08-25,2015-08-29,Standard Class,178
1005,2017-12-24,2017-12-30,Standard Class,23
1006,2018-04-22,2018-04-24,First Class,2
1007,2018-05-14,2018-05-14,Same Day,801
1008,2016-11-13,2016-11-17,Standard Class,1008
1009,2016-06-23,2016-06-29,Standard Class,1009
1010,2017-07-22,2017-07-26,Standard Class,27
1011,2016-05-09,2016-12-09,Standard Class,1011
1012,2018-05-30,2018-03-06,Standard Class,1012
1013,2018-03-12,2018-08-12,Standard Class,40
1014,2018-11-20,2018-11-24,Second Class,6
1015,2015-10-01,2015-01-15,Standard Class,448
1016,2016-06-07,2016-10-07,Standard Class,76
1017,2016-01-11,2016-05-11,Standard Class,76
1018,2017-11-24,2017-11-27,Second Class,127
1019,2017-10-11,2017-11-13,Second Class,178
1020,2016-12-17,2016-12-22,Standard Class,1020
1021,2016-11-13,2016-11-13,Same Day,158
1022,2016-04-30,2016-04-05,Standard Class,773
1023,2018-04-23,2018-04-26,First Class,1023
1024,2018-12-18,2018-12-23,Standard Class,507
1026,2017-05-30,2017-04-06,Standard Class,1026
1027,2017-12-11,2017-11-13,First Class,116
1028,2017-11-03,2017-11-03,Same Day,50
1030,2015-07-14,2015-07-18,Standard Class,50
1031,2018-08-07,2018-12-07,Standard Class,154
1032,2018-12-18,2018-12-24,Standard Class,204
1033,2017-05-29,2017-02-06,Standard Class,748
1034,2017-10-11,2017-11-14,Standard Class,43
1035,2017-03-12,2017-06-12,First Class,22
1036,2016-03-31,2016-05-04,Standard Class,163
1037,2015-01-16,2015-01-18,Second Class,202
1038,2015-11-25,2015-11-27,Second Class,1038
1039,2016-01-05,2016-05-05,Standard Class,567
1041,2018-03-28,2018-03-31,First Class,1041
1044,2015-09-26,2015-09-30,Standard Class,50
1045,2016-11-16,2016-11-18,Second Class,204
1046,2018-03-19,2018-03-22,Second Class,159
1048,2018-05-28,2018-05-31,Second Class,1048
1049,2017-10-23,2017-10-29,Standard Class,158
1051,2017-01-12,2017-07-12,Standard Class,730
1052,2015-11-10,2015-10-16,Standard Class,46
1053,2018-11-16,2018-11-22,Standard Class,1053
1054,2018-01-01,2018-05-01,Standard Class,178
1055,2018-03-07,2018-10-07,Standard Class,1055
1056,2016-03-16,2016-03-23,Standard Class,178
1057,2016-11-16,2016-11-20,Standard Class,158
1058,2018-11-26,2018-11-27,First Class,1058
1059,2018-10-16,2018-10-18,First Class,76
1061,2018-06-27,2018-06-29,Second Class,98
1062,2018-11-03,2018-03-15,Standard Class,1062
1064,2015-04-29,2015-04-05,Standard Class,1002
1065,2018-06-11,2018-11-11,Standard Class,22
1066,2018-10-13,2018-10-16,First Class,1066
1067,2018-02-10,2018-06-10,Standard Class,54
1068,2018-11-11,2018-11-15,Second Class,22
1070,2016-12-25,2016-12-29,Standard Class,50
1071,2018-10-11,2018-11-15,Second Class,213
1073,2015-03-11,2015-07-11,Standard Class,371
1075,2015-05-11,2015-10-11,Standard Class,177
1076,2016-06-29,2016-05-07,Standard Class,272
1077,2018-04-17,2018-04-19,First Class,20
1078,2015-11-18,2015-11-22,Standard Class,50
1079,2016-08-25,2016-08-25,Same Day,40
1080,2018-12-13,2018-12-18,Standard Class,2
1081,2015-04-05,2015-04-05,Same Day,1081
1082,2015-12-27,2015-12-31,Standard Class,1082
1084,2016-04-01,2016-09-01,Standard Class,1084
1085,2018-12-08,2018-08-15,First Class,701
1088,2018-12-23,2018-12-30,Standard Class,1088
1089,2018-05-28,2018-01-06,Standard Class,1089
1090,2018-07-20,2018-07-26,Standard Class,158
1091,2017-01-22,2017-01-28,Standard Class,46
1092,2018-08-18,2018-08-25,Standard Class,12
1093,2018-10-12,2018-12-13,First Class,177
1094,2015-09-06,2015-06-14,Standard Class,166
1096,2018-01-16,2018-01-16,Same Day,5
1097,2016-07-24,2016-07-28,Standard Class,344
1098,2015-06-09,2015-09-09,First Class,54
1099,2017-08-05,2017-05-13,Second Class,834
1100,2018-04-22,2018-04-26,Standard Class,50
1101,2018-11-15,2018-11-20,Standard Class,583
1103,2017-09-10,2017-10-14,Standard Class,199
1105,2016-08-16,2016-08-20,Standard Class,202
1106,2018-12-06,2018-06-19,Standard Class,1106
1107,2015-09-21,2015-09-23,First Class,1107
1109,2015-12-15,2015-12-21,Standard Class,116
1111,2016-11-30,2016-03-12,First Class,371
1112,2016-11-20,2016-11-24,Standard Class,54
1113,2015-09-27,2015-03-10,Standard Class,599
1114,2018-08-07,2018-11-07,First Class,1114
1115,2015-02-12,2015-06-12,Standard Class,951
1116,2016-08-10,2016-12-10,Standard Class,2
1117,2017-04-08,2017-08-08,Standard Class,1117
1118,2018-03-31,2018-02-04,Second Class,48
1119,2016-09-18,2016-09-23,Standard Class,26
1120,2015-05-07,2015-08-07,First Class,1120
1121,2018-06-30,2018-04-07,Standard Class,274
1123,2015-11-24,2015-11-26,First Class,112
1124,2017-04-12,2017-05-12,First Class,55
1125,2015-08-08,2015-08-14,Standard Class,581
1126,2018-12-24,2018-12-29,Standard Class,1002
1127,2018-07-27,2018-07-31,Second Class,14
1128,2017-04-28,2017-04-30,Second Class,1128
1129,2017-10-13,2017-10-17,Standard Class,85
1130,2017-06-05,2017-10-05,Standard Class,122
